parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5047				"Weinbau"		"Vitivinicole"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Weinbau, Bier und Spirituosen"	"Landwirtschaft"	"WAK"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5348				"Print und Kommunikation"		"Intergroupe parlementaire Print"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Grafik"	"Kommunikation"	"KVF"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"		"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Co-Präsidium"	2020-11-23		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6135				"Spirituosen und Prävention"		"Spiritueux et prévention"	"Solothurn"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Weinbau, Bier und Spirituosen"	"Landwirtschaft"	"WAK"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6354				"Bienen"		"Abeilles"	"Appenzell"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Gmür, Alois"	99	"Gmür"	"Alois"		"NR"	"SZ"	"CVP"	"M-CEB"	"FK-NR, SiK-NR"	2011-12-05		"M"	1955-04-03	4096	3001	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7600																					
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"		2016-04-16		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	453				"FDP Die Liberalen Schweiz"	"CHE-101.858.173"	"PLR Les Libéraux-Radicaux"	"Bern"	"Verein"	0109		"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	892	"0"	2020	"Ehrenamtlich"	"IG Freiheit"		"CI Priorité Liberté"	"Zollikon"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1454				"Cleantech"		"Cleantech"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Cleantech"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2415				"Pfadibewegung Schweiz"		"Mouvement Scout de Suisse"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Politischer Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	3676	"0"	2020	"Ehrenamtlich"	"Treuhand Suisse"	"CHE-114.114.805"	"Fiduciaire Suisse"	"Bern"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"punktuell"	"Advokaturen/Treuhand"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Verantwortliche Administration"			"taetig"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3890	1	2020		"nebag ag"	"CHE-103.510.858"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Investmentgesellschaften"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3892				"FDP Die Liberalen Kanton Schwyz"			"Schwyz"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Anwältin und Partnerin"	2009-09-08		"taetig"		"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"	"tief"	3894				"Baryon AG"	"CHE-108.651.822"		"Zürich"	"AG"	0106	3	"EinzelOrganisation"	"nie"	"Vermögensverwalter"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5151				"Italianità"		"Italianità"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied Patronatskomitee"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"	"tief"	5322				"R - 500 Jahre Reformation"			"Bern"	"Informelle Gruppe"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Religion"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Gössi, Petra"	101	"Gössi"	"Petra"		"NR"	"SZ"	"FDP"	"RL"	"WAK-NR"	2011-12-05		"F"	1976-01-12	4116	3023	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6351	"0"	2020	"Ehrenamtlich"	"Hauseigentürmerverband Bezirk Küssnacht"			"Küssnacht"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Gewerkschaftssekretärin"			"taetig"		"deklarationspflichtig"	"deklariert"	1		"mittel"	83	1	2020		"Gewerkschaft des Verkehrspersonals SEV"	"CHE-105.832.066"		"Bern"	"Verein"	0109	6	"EinzelOrganisation,DachOrganisation,LeistungsErbringer"	"punktuell"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	138	"0"	2020	"Ehrenamtlich"	"Swiss Police ICT"	"CHE-202.308.125"		"Bern"	"Verein"	0109		"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Polizei"	"Sicherheit"	"SiK"	"IT"	"Wirtschaft"	"WAK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Co-Präsidentin"			"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	171	3000	2020		"Dachverband Komplementärmedizin Schweiz (Dakomed)"		"Fédération de la médecine complémentaire (Fedmedcom)"	"Bern"	"Verein"			"DachOrganisation,dezidierteLobby"	"punktuell"	"Arztmedizin"	"Gesundheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	244	"0"	2020	"Ehrenamtlich"	"LITRA Informationsdienst öffentlicher Verkehr"	"CHE-107.805.502"	"Litra - service d'information pour les transports publics"	"Bern"	"Verein"	0109		"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	523	750	2020		"Schweizerischer Verband der Telekommunikation ASUT"			"Bern"	"Verein"			"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Dienstleister Kommunikation"	"Kommunikation"	"KVF"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	577				"Pflege"		"Soins"	"Bern 13"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Pflege"	"Gesundheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	580	-1	2020	"Bezahlendes Mitglied"	"VCS Verkehrs-Club der Schweiz"	"CHE-105.871.764"	"ATE Association transports et environnement"	"Bern"	"Verein"	0109	6	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Öffentlicher Verkehr"	"Verkehr"	"KVF"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	602	-1	2020	"Bezahlendes Mitglied"	"WWF Schweiz"	"CHE-106.092.857"	"WWF Suisse"	"Zürich"	"Stiftung"	0110	7	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"	"AKW-Gegner"	"Energie"	"UREK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"		"Biodiversité et gestion des espèces"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	640				"Familienpolitik"		"Politique familiale"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	868	"0"	2020	"Ehrenamtlich"	"Swiss Cyber Experts"			"Bern"	"Verein"			"EinzelOrganisation,DachOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Sicherheit allgemein"	"Sicherheit"	"SiK"	"IT"	"Wirtschaft"	"WAK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1505				"Erneuerbare Energien"		"Énergies renouvelables"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Alternativenergie"	"Energie"	"UREK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Präsidentin"			"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1661	"0"	2020	"Ehrenamtlich"	"Komplementärmedizin"		"Médecine complémentaire"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Co-Präsidium"			"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1761	"0"	2020	"Ehrenamtlich"	"ePower - ICT für die Schweiz"		"ePower - TIC pour la Suisse"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"IT"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Co-Präsidium"			"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1774	"0"	2020	"Ehrenamtlich"	"Digitale Nachhaltigkeit"		"Informatique durable"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"IT"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"hoch"	1846	2000	2020		"Glasfasernetz Schweiz"			"Bern"	"Verein"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Dienstleister Kommunikation"	"Kommunikation"	"KVF"	"IT"	"Wirtschaft"	"WAK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1851	"0"	2020	"Ehrenamtlich"	"Glasfasernetz Schweiz"		"Fibreoptique Suisse"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Dienstleister Kommunikation"	"Kommunikation"	"KVF"	"IT"	"Wirtschaft"	"WAK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1858				"Kultur"		"Culture"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturinstitutionen"	"Kultur"	"WBK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2153	1200	2020		"Carnegie-Stiftung für Lebensretter (Schweiz)"	"CHE-104.261.238"	"Fondation Carnegie pour les sauveteurs (Suisse)"	"Köniz"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	2162	"0"	2020	"Ehrenamtlich"	"Stiftung Schwiizer hälfed Schwiizer"	"CHE-112.040.308"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Hilfswerke"	"Soziale Sicherheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	2237	"0"	2020	"Ehrenamtlich"	"Thurgauer Gewerkschaftsbund"			"Frauenfeld"	"Verein"			"DachOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2415				"Pfadibewegung Schweiz"		"Mouvement Scout de Suisse"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2677				"Medien und Kommerzielle Kommunikation"		"Médias et Communication commerciale"	"Zürich"	"Parlamentarische Gruppe"			"dezidierteLobby"	"nie"	"Medien allgemein"	"Kommunikation"	"KVF"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	4070	-1	2020	"Bezahlendes Mitglied"	"Mieterinnen- und Mieterverband Ostschweiz"			"St. Gallen"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Mieter"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	4924	-1	2020	"Bezahlendes Mitglied"	"Business and Professional Women Frauenfeld"			"Frauenfeld"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"			
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4983				"Arbeit"		"Travail"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"						
"Graf-Litscher, Edith"	103	"Graf-Litscher"	"Edith"		"NR"	"TG"	"SP"	"S"	"Bü-NR, KVF-NR, SiK-NR"	2005-05-30		"F"	1964-03-25	1295	2652	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5024				"Rotes Kreuz"		"Croix-Rouge"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Hilfswerke"	"Soziale Sicherheit"	"SGK"						
