anzeige_name	name	id	nachname	vorname	vorname_kurz	zweiter_vorname	rat_id	kanton_id	kommissionen	partei_id	parteifunktion	fraktion_id	fraktionsfunktion	im_rat_seit	im_rat_bis	ratswechsel	ratsunterbruch_von	ratsunterbruch_bis	beruf	beruf_fr	beruf_interessengruppe_id	titel	aemter	weitere_aemter	zivilstand	anzahl_kinder	militaerischer_grad_id	geschlecht	geburtstag	photo_dateiname	photo_dateierweiterung	photo_dateiname_voll	photo_mime_type	kleinbild	sitzplatz	homepage	homepage_2	parlament_biografie_id	parlament_number	parlament_interessenbindungen_updated	twitter_name	linkedin_profil_url	xing_profil_name	facebook_name	wikipedia	sprache	arbeitssprache	adresse_firma	adresse_plz	adresse_ort	erfasst	freigabe_datum	beruf_de	von	bis	aktiv	geburtstag_unix	im_rat_seit_unix	im_rat_bis_unix	freigabe_datum_unix	von_unix	bis_unix	vertretene_bevoelkerung	rat	kanton	romandie	rat_de	kanton_name_de	rat_fr	kanton_name_fr	kommissionen_namen	kommissionen_namen_de	kommissionen_namen_fr	kommissionen_abkuerzung	kommissionen_abkuerzung_de	kommissionen_abkuerzung_fr	kommissionen_anzahl	partei	partei_name	fraktion	militaerischer_grad	partei_de	partei_name_de	militaerischer_grad_de	partei_fr	partei_name_fr	militaerischer_grad_fr	beruf_branche_id	titel_de	titel_fr	parlamentarier_id	verguetungstransparenz_beurteilung_stichdatum	verguetungstransparenz_beurteilung	refreshed_date
"Clivaz, Christophe"	"Christophe Clivaz"	383	"Clivaz"	"Christophe"			1	23	"UREK-NR"	4	"mitglied"	4	"mitglied"	2019-10-20					"Assoziierter Professor, Institut für Geografie und Nachhaltigkeit UNIL"	"Professeur associé, Institut de géographie et durabilité UNIL"	115	"Dr."	"Conseiller général (législatif) de la ville de Sion: de 2005 à 2008; Conseiller municipal (exécutif) de la ville de Sion: de 2009 à 2019; Député au Grand Conseil (législatif) du canton du Valais: de 2013 à 2016"					"M"	1969-01-07					"3145.jpg"				4253	3145	2020-12-04T21:05:11		"https://www.linkedin.com/in/christophe-clivaz-139440a/"		"christophe.clivaz"	"https://de.wikipedia.org/wiki/Christophe_Clivaz"	"fr"	"fr"		1950	"Sion"		2020-01-14T09:52:53	"Assoziierter Professor, Institut für Geografie und Nachhaltigkeit UNIL"	2019-10-20		1	"0"	1571522400		1578991973	1571522400		42994	"NR"	"VS"	1	"NR"	"Wallis"	"CN"	"Valais"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"UREK-NR"	"UREK-NR"	"CEATE"	1	"GPS"	"Grüne Partei der Schweiz"	"G"		"GPS"	"Grüne Partei der Schweiz"		"PES"	"Les Verts"		9	"Nationalrat"	"Le Conseiller national"	383			2020-12-07 02:31:03
"Stark, Jakob"	"Jakob Stark"	384	"Stark"	"Jakob"			2	20	"BeK-V, FK-SR, UREK-SR, WBK-SR"	5	"mitglied"	5	"mitglied"	2019-10-20					"Regierungsrat"		13	"Dr. phil. I"	"Ortsvorsteher Buhwil: 1988 - 1996; Gemeindeammann Kradolf-Schönenberg: 1996 - 2006; Mitglied Grosser Rat: 1996 - 2006; Präsident der SVP-Fraktion: 2000 - 2006; Präsident Verband Thurgauer Gemeinden: 2004 - 2006; Regierungsrat: 2006 - 2020"					"M"	1958-09-08					"3196.jpg"		"jakob-stark.ch"		4241	3196	2019-12-10T11:45:39		"https://www.linkedin.com/in/jakob-stark-66464bb5/"	"Jakob_Stark2/cv"	"jakob.stark.79"	"https://de.wikipedia.org/wiki/Jakob_Stark"	"de"	"de"		9215	"Buhwil"		2020-01-21T13:40:09	"Regierungsrat"	2019-10-20		1	"0"	1571522400		1579610409	1571522400		138236	"SR"	"TG"	"0"	"SR"	"Thurgau"	"CE"	"Thurgovie"	"Begnadigungskommission (BeK-V); Finanzkommission SR (FK-SR); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Begnadigungskommission (BeK-V); Finanzkommission SR (FK-SR); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Commission des finances CE (CdF); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CE (CEATE); Commission des grâces (CGra); Commission de la science, de l'éducation et de la culture CE (CSEC)"	"BeK-V, FK-SR, UREK-SR, WBK-SR"	"BeK-V, FK-SR, UREK-SR, WBK-SR"	"CdF, CEATE, CGra, CSEC"	4	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		14	"Ständerat"	"Le Conseiller aux Etats"	384			2020-12-07 02:31:03
"Weichelt-Picard, Manuela"	"Manuela Weichelt-Picard"	386	"Weichelt-Picard"	"Manuela"			1	9	"GPK-NR, IK-NR, SGK-NR"	20	"mitglied"	4	"mitglied"	2019-10-20					"Politikerin"		35	"Master of Public Health"	"Exekutive des Kantons Zug (Frau Landammann): von Januar 2017 bis Dezember 2018; Exekutive des Kantons Zug (Regierungsrätin): von Januar 2007 bis Dezember 2018; Zentralschweizer BVG- und Stiftungsaufsicht, ZBSA (Präsidentin): von Juli 2008 bis Dezember 2018; Schweizerische SozialdirektorInnenkonferenz, SODK (Vorstand): von Juli 2012 bis Dezember 2018; Zentralschweizer SoziadirektorInnenkonferenz, ZGSDK-S (Präsidentin): von April 2010 bis Dezember 2018; Fischereikonkordat Zugersee (Präsidentin): von Januar 2007 bis Dezember 2018; Legislative des Kantons Zug (Fraktionschefin): von Januar 1997 bis Dezember 2002; Legislative des Kantons Zug (Kantonsrätin): von Dezember 1994 bis Dezember 2002."	"Alternative-die Grüne des Kantons Zug (Präsidentin): von August 2005 bis März 2007"	"verheiratet"	2		"F"	1967-07-21					"3190.jpg"		"http://www.weichelt.ch"		4298	3190	2020-11-29T14:02:40				"manuela.weicheltpicard.39"	"https://de.wikipedia.org/wiki/Manuela_Weichelt-Picard"	"de"	"de"		6300	"Zug"		2020-01-27T13:35:24	"Politikerin"	2019-10-20		1	"0"	1571522400		1580128524	1571522400		42279	"NR"	"ZG"	"0"	"NR"	"Zug"	"CN"	"Zoug"	"Geschäftsprüfungskommission NR (GPK-NR); Immunitätskommission NR (IK-NR); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Geschäftsprüfungskommission NR (GPK-NR); Immunitätskommission NR (IK-NR); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Commission de gestion CN (CdG); Commission de l'immunité CN (CdI); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"GPK-NR, IK-NR, SGK-NR"	"GPK-NR, IK-NR, SGK-NR"	"CdG, CdI, CSSS"	3	"Al"	"Alternative Liste"	"G"		"Al"	"Alternative Liste"					14	"Nationalrätin"	"La Conseillère nationale"	386			2020-12-07 02:31:03
"Strupler, Manuel"	"Manuel Strupler"	387	"Strupler"	"Manuel"			1	20	"FK-NR"	5	"mitglied"	5	"mitglied"	2019-10-20					"Unternehmer und Landwirt"		23		"Mitglied Gemeindeparlament Weinfelden; Kantonsrat Thurgau; Mitglied Kommission 1 (Landwirtschaft) SVP TG; Mitglied Kommission 2 (Wirtschaft und Gewerbe) SVP TG"	"Präsident der Ortspartei SVP Weinfelden; Vorstand SVP Thurgau; Vorstand SVP Bezirk Weinfelden"				"M"	1980-04-12					"3185.jpg"		"https://manuel-strupler.ch/home.html"		4293	3185	2020-11-29T14:02:40		"https://www.linkedin.com/in/manuel-strupler/"	"Strupler_Manuel/cv"	"manuelstrupler2"	"https://fr.wikipedia.org/wiki/Manuel_Strupler"	"de"	"de"		8570	"Weinfelden"		2020-02-03T18:14:13	"Unternehmer und Landwirt"	2019-10-20		1	324342000	1571522400		1580750053	1571522400		46079	"NR"	"TG"	"0"	"NR"	"Thurgau"	"CN"	"Thurgovie"	"Finanzkommission NR (FK-NR)"	"Finanzkommission NR (FK-NR)"	"Commission des finances CN (CdF)"	"FK-NR"	"FK-NR"	"CdF"	1	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	387			2020-12-07 02:31:03
"Cottier, Damien"	"Damien Cottier"	388	"Cottier"	"Damien"			1	24	"ERD-V, RedK-V, SPK-NR"	1	"mitglied"	1	"mitglied"	2019-10-20					"Nationalrat"	"Conseiller national"	35		"Grand Conseil du canton de Neuchâtel: de 1997 à 2008; Conseil général de la commune d'Hauterive (NE): de 2008 à 2012; Conseil général de la commune de Le Landeron (NE): de 1996 à 2001 et de 2004 à 2006 (président en 1998/99)"	"Membre du comité politique et du conseil cantonal du PLR neuchâtelois: depuis le 20.10.2019 (ès fonction comme conseiller national); Chef de la communication du PLR Suisse: 2008-2010; Vice-président du PLR neuchâtelois: 2009-2012; Président du groupe au Grand Conseil: 2001-2005; Secrétaire cantonal du PLR neuchâtelois: 1996-1999"			2	"M"	1975-04-03					"3146.jpg"		"http://www.damiencottier.ch"		4254	3146	2020-10-23T20:05:04	"CottierDamien"	"https://www.linkedin.com/in/damiencottier"		"DamienCottierCN"		"fr"	"fr"		2068	"Hauterive"		2020-01-14T11:21:59	"Nationalrat"	2019-10-20		1	165711600	1571522400		1578997319	1571522400		44213	"NR"	"NE"	1	"NR"	"Neuenburg"	"CN"	"Neuchâtel"	"Delegation beim Europarat (ERD-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Delegation beim Europarat (ERD-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Commission de rédaction (CdR); Commission des institutions politiques CN (CIP); Délégation auprès du Conseil de l'Europe (DCE)"	"ERD-V, RedK-V, SPK-NR"	"ERD-V, RedK-V, SPK-NR"	"CdR, CIP, DCE"	3	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Soldat"	"FDP"	"Freisinnig-Demokratische Partei"	"Soldat"	"PLR"	"PLR.Les Libéraux-Radicaux"		14	"Nationalrat"	"Le Conseiller national"	388			2020-12-07 02:31:03
"Dandrès, Christian"	"Christian Dandrès"	389	"Dandrès"	"Christian"			1	25	"FK-NR, RedK-V"	3	"mitglied"	3	"mitglied"	2019-10-20					"Jurist"	"Avocat"	58		"Député au Grand Conseil genevois: du 5 novembre 2009 au 21 novembre 2019"		"verheiratet"	1		"M"	1981-02-13					"3147.jpg"		"http://www.christiandandres.ch"		4255	3147	2020-11-29T14:02:40				"dandres.christian"	"https://fr.wikipedia.org/wiki/Christian_Dandr%C3%A8s"	"fr"	"fr"		1224	"Chêne-Bougeries"		2020-02-03T12:08:20	"Jurist"	2019-10-20		1	350866800	1571522400		1580728100	1571522400		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Finanzkommission NR (FK-NR); Redaktionskommission (RedK-V)"	"Finanzkommission NR (FK-NR); Redaktionskommission (RedK-V)"	"Commission des finances CN (CdF); Commission de rédaction (CdR)"	"FK-NR, RedK-V"	"FK-NR, RedK-V"	"CdF, CdR"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		9	"Nationalrat"	"Le Conseiller national"	389			2020-12-07 02:31:03
"de Montmollin, Simone"	"Simone de Montmollin"	390	"de Montmollin"	"Simone"			1	25	"Del F-V, WBK-NR"	1	"mitglied"	1	"mitglied"	2019-10-20					"Önologin"	"Ingénieure Oenologue"	82	"Dipl. Ing. HES"	"Assemblée constituante genevoise: de 2008 à 2012; Grand Conseil de la République et canton de Genève: de 2013 à 2018"	"Présidente PLR-Troinex dès sa constitution en 2013, puis jusqu'en 2016; Membre du comité directeur du PLR-Genève: depuis décembre 2019"	"verheiratet"			"F"	1968-07-20					"3148.jpg"		"http://www.simonedemontmollin.ch"		4256	3148	2020-11-29T14:02:40	"montmollin_de"	"https://www.linkedin.com/in/simonedemontmollin/"		"simone.demontmollin"	"https://fr.wikipedia.org/wiki/Simone_de_Montmollin"	"fr"	"fr"	"Simone de Montmollin"	1287	"Laconnex"		2020-01-19T11:30:35	"Önologin"	2019-10-20		1	"0"	1571522400		1579429835	1571522400		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Delegation für die Beziehungen zum Französischen Parlament (Del F-V); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Delegation für die Beziehungen zum Französischen Parlament (Del F-V); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de la science, de l'éducation et de la culture CN (CSEC); Délégation pour les relations avec le Parlement français (Del F)"	"Del F-V, WBK-NR"	"Del F-V, WBK-NR"	"CSEC, Del F"	2	"FDP"	"Freisinnig-Demokratische Partei"	"RL"		"FDP"	"Freisinnig-Demokratische Partei"		"PLR"	"PLR.Les Libéraux-Radicaux"		15	"Nationalrätin"	"La Conseillère nationale"	390			2020-12-07 02:31:03
"Guggisberg, Lars"	"Lars Guggisberg"	391	"Guggisberg"	"Lars"			1	2	"FK-NR"	5	"mitglied"	5	"mitglied"	2019-10-20					"Geschäftsführer Sektionen Biel-Seeland und Lyss-Aarberg und Umgebung beim Handels- und Industrieverein Kanton Bern"		59	"Rechtsanwalt"	"Grossrat des Kt. Bern: von 2010 bis 2019"	"Präsident SVP Bern-Mittelland; Vorstand SVP Kanton Bern, SVP Mittelland-Nord, SVP Sektion Kirchlindach"			3	"M"	1977-07-19					"3206.jpg"		"https://larsguggisberg.ch/"		4310	3206	2020-11-29T14:02:40	"larsguggisberg"	"https://www.linkedin.com/in/lars-guggisberg-a58aaa9b/"	"Lars_Guggisberg/cv"	"lars.guggisberg"		"de"	"de"		3038	"Kirchlindach"		2020-01-10T14:22:42	"Geschäftsführer Sektionen Biel-Seeland und Lyss-Aarberg und Umgebung beim Handels- und Industrieverein Kanton Bern"	2019-10-20		1	238114800	1571522400		1578662562	1571522400		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Finanzkommission NR (FK-NR)"	"Finanzkommission NR (FK-NR)"	"Commission des finances CN (CdF)"	"FK-NR"	"FK-NR"	"CdF"	1	"SVP"	"Schweizerische Volkspartei"	"V"	"Gefreiter"	"SVP"	"Schweizerische Volkspartei"	"Gefreiter"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	391			2020-12-07 02:31:03
"de Quattro, Jacqueline"	"Jacqueline de Quattro"	392	"de Quattro"	"Jacqueline"			1	22	"IK-NR, SiK-NR"	1	"mitglied"	1	"mitglied"	2019-10-20					"Politikerin"	"Politicienne"	35		"Conseillère d'Etat du canton de Vaud"					"F"	1960-06-24					"3149.jpg"		"http://www.dequattro.ch/"		4257	3149	2020-11-29T14:02:40				"JacquelineDeQuattro/"	"https://de.wikipedia.org/wiki/Jacqueline_de_Quattro"	"fr"	"fr"		1815	"Clarens"		2020-01-16T12:44:02	"Politikerin"	2019-10-20		1	"0"	1571522400		1579175042	1571522400		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Immunitätskommission NR (IK-NR); Sicherheitspolitische Kommission NR (SiK-NR)"	"Immunitätskommission NR (IK-NR); Sicherheitspolitische Kommission NR (SiK-NR)"	"Commission de l'immunité CN (CdI); Commission de la politique de sécurité CN (CPS)"	"IK-NR, SiK-NR"	"IK-NR, SiK-NR"	"CdI, CPS"	2	"FDP"	"Freisinnig-Demokratische Partei"	"RL"		"FDP"	"Freisinnig-Demokratische Partei"		"PLR"	"PLR.Les Libéraux-Radicaux"		14	"Nationalrätin"	"La Conseillère nationale"	392	2020-12-31	"nein"	2020-12-07 02:31:03
"Farinelli, Alex"	"Alex Farinelli"	393	"Farinelli"	"Alex"			1	21	"FK-NR"	1	"mitglied"	1	"mitglied"	2019-10-20					"Vicedirettore Società Svizzera Impresari Costruttori Sezione Ticino"	"Vizedirektor Schweizerischer Baumeisterverband Sektion Tessin"	51		"Sindaco del comune di Comano: dal 2016; Membro del Gran Consiglio ticinese: dal 2015 al 2019"		"ledig"		3	"M"	1981-12-16					"3151.jpg"		"http://www.alexfarinelli.ch"		4259	3151	2020-11-29T14:02:40				"Alex.Comano"		"it"	"de"	"SSIC TI"	6500	"Bellinzona"		2020-01-21T12:02:07	"Vicedirettore Società Svizzera Impresari Costruttori Sezione Ticino"	2019-10-20		1	377305200	1571522400		1579604527	1571522400		44168	"NR"	"TI"	"0"	"NR"	"Tessin"	"CN"	"Tessin"	"Finanzkommission NR (FK-NR)"	"Finanzkommission NR (FK-NR)"	"Commission des finances CN (CdF)"	"FK-NR"	"FK-NR"	"CdF"	1	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Gefreiter"	"FDP"	"Freisinnig-Demokratische Partei"	"Gefreiter"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Nationalrat"	"Le Conseiller national"	393			2020-12-07 02:31:03
"Heimgartner, Stefanie"	"Stefanie Heimgartner"	394	"Heimgartner"	"Stefanie"			1	19	"SiK-NR"	5	"mitglied"	5	"mitglied"	2019-10-20					"leitende Stellung Heimgartner Transporte AG"		36		"Einwohnerrätin Stadt Baden: bis 31.12.2019"	"Präsidentin SVP Frauen Aargau"			2	"F"	1987-04-25					"3210.jpg"		"http://www.stefanie-heimgartner.ch"		4314	3210	2020-11-29T14:02:40	"heimgartnerstef"	"https://www.linkedin.com/in/stefanie-heimgartner-6b0339b0/"	"Stefanie_Heimgartner/cv"	"stefaniefabienne.heimgartner"	"https://fr.wikipedia.org/wiki/Stefanie_Heimgartner"	"de"	"de"		5400	"Baden"		2020-01-23T15:51:24	"leitende Stellung Heimgartner Transporte AG"	2019-10-20		1	546300000	1571522400		1579791084	1571522400		42388	"NR"	"AG"	"0"	"NR"	"Aargau"	"CN"	"Argovie"	"Sicherheitspolitische Kommission NR (SiK-NR)"	"Sicherheitspolitische Kommission NR (SiK-NR)"	"Commission de la politique de sécurité CN (CPS)"	"SiK-NR"	"SiK-NR"	"CPS"	1	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		5	"Nationalrätin"	"La Conseillère nationale"	394			2020-12-07 02:31:03
"Fivaz, Fabien"	"Fabien Fivaz"	395	"Fivaz"	"Fabien"			1	24	"SiK-NR, WBK-NR"	4	"mitglied"	4	"vizepraesident"	2019-10-20					"Biologe"	"Biologiste"	93		"Député au Grand Conseil neuchâtelois: de 2009 à 2019; Membre du Conseil général de La Chaux-de-Fonds: de 2005 à 2009"	"Vice-président du groupe des Verts suisses: depuis décembre 2019"				"M"	1978-02-25					"3152.jpg"		"fabienfivaz.ch"		4260	3152	2020-11-29T14:02:40	"ffivaz"			"fabien.fivaz.9"	"https://de.wikipedia.org/wiki/Fabien_Fivaz"	"fr"	"fr"		2300	"La Chaux-de-Fonds"		2020-01-14T12:13:42	"Biologe"	2019-10-20		1	257209200	1571522400		1579000422	1571522400		44213	"NR"	"NE"	1	"NR"	"Neuenburg"	"CN"	"Neuchâtel"	"Sicherheitspolitische Kommission NR (SiK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Sicherheitspolitische Kommission NR (SiK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de la politique de sécurité CN (CPS); Commission de la science, de l'éducation et de la culture CN (CSEC)"	"SiK-NR, WBK-NR"	"SiK-NR, WBK-NR"	"CPS, CSEC"	2	"GPS"	"Grüne Partei der Schweiz"	"G"		"GPS"	"Grüne Partei der Schweiz"		"PES"	"Les Verts"		4	"Nationalrat"	"Le Conseiller national"	395			2020-12-07 02:31:03
"Gysin, Greta"	"Greta Gysin"	396	"Gysin"	"Greta"			1	21	"BeK-V, Del I-V, RedK-V, SPK-NR"	4	"mitglied"	4	"vizepraesident"	2019-10-20					"Leiterin Region Ost transfair"	"Capo Regione Est transfair"	53	"lic. phil. / Master of Arts UZH"		"Membro del Gruppo Operativo dei Verdi del Ticino,  Vicepresidente del gruppo dei Verdi: da dicembre 2019"	"ledig"	3		"F"	1983-10-06					"3160.jpg"		"http://www.gretagysin.ch"		4268	3160	2020-09-18T20:04:54		"https://www.linkedin.com/in/greta-ilaria-gysin-b0873256/"		"greta.gysin"	"https://de.wikipedia.org/wiki/Greta_Gysin"	"it"	"de"	"transfair, der Personalverband"	6821	"Rovio"		2020-01-16T12:42:57	"Leiterin Region Ost transfair"	2019-10-20		1	434242800	1571522400		1579174977	1571522400		44168	"NR"	"TI"	"0"	"NR"	"Tessin"	"CN"	"Tessin"	"Begnadigungskommission (BeK-V); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Begnadigungskommission (BeK-V); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Commission de rédaction (CdR); Commission des grâces (CGra); Commission des institutions politiques CN (CIP); Délégation pour les relations avec le Parlement italien (Del I)"	"BeK-V, Del I-V, RedK-V, SPK-NR"	"BeK-V, Del I-V, RedK-V, SPK-NR"	"CdR, CGra, CIP, Del I"	4	"GPS"	"Grüne Partei der Schweiz"	"G"		"GPS"	"Grüne Partei der Schweiz"		"PES"	"Les Verts"		9	"Nationalrätin"	"La Conseillère nationale"	396	2020-12-31	"ja"	2020-12-07 02:31:03
"Locher Benguerel, Sandra"	"Sandra Locher Benguerel"	397	"Locher Benguerel"	"Sandra"			1	18	"WBK-NR"	3	"mitglied"	3	"mitglied"	2019-10-20					"Lehrerin/Präsidentin Lehrpersonen LEGR"		41		"Vizepräsidentin der Kommission für Bildung und Kultur des Grossen Rates Graubünden: 2014 - 2019; Präsidentin der Kommission für Bildung und Kultur des Grossen Rates Graubünden: 2010 - 2014; Mitglied des Grossen Rates des Kantons Graubünden: 2010 - 2019; Erste Stellvertreterin des Kreises Chur für den Grossen Rat des Kantons GR Graubünden: 2006 - 2010; Fraktions-Vizepräsidentin der SP des Grossen Rates: 2010 - 2019"	"Mitglied der Geschäftsleitung Sozialdemokratische Partei Graubünden"	"verheiratet"			"F"	1975-09-16					"3165.jpg"		"https://www.locherbenguerel.ch/"		4273	3165	2020-11-29T14:02:40		"https://www.linkedin.com/in/sandra-locher-benguerel-b59478160/"	"Sandra_LocherBenguerel/cv"	"sandra.locherbenguerel.9"	"https://de.wikipedia.org/wiki/Sandra_Locher_Benguerel"	"de"	"de"		7000	"Chur"		2020-01-20T18:23:15	"Lehrerin/Präsidentin Lehrpersonen LEGR"	2019-10-20		1	180054000	1571522400		1579540995	1571522400		39676	"NR"	"GR"	"0"	"NR"	"Graubünden"	"CN"	"Grisons"	"Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de la science, de l'éducation et de la culture CN (CSEC)"	"WBK-NR"	"WBK-NR"	"CSEC"	1	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		7	"Nationalrätin"	"La Conseillère nationale"	397			2020-12-07 02:31:03
"Hurni, Baptiste"	"Baptiste Hurni"	398	"Hurni"	"Baptiste"			1	24	"RK-NR"	3	"mitglied"	3	"mitglied"	2019-10-20					"Avocat"		58	"Maître"	"Grand Conseil neuchâtelois: de 2007 à 2019; Conseil général de la Ville de Neuchâtel: depuis 2016"					"M"	1986-04-04					"3162.jpg"				4270	3162	2020-11-29T14:02:40	"hurnib"	"https://www.linkedin.com/in/hurni-baptiste-06099a106/"		"baptiste.hurni"	"https://fr.wikipedia.org/wiki/Baptiste_Hurni"	"fr"	"fr"		2000	"Neuchâtel"		2020-01-18T12:34:55	"Avocat"	2019-10-20		1	512949600	1571522400		1579347295	1571522400		44213	"NR"	"NE"	1	"NR"	"Neuenburg"	"CN"	"Neuchâtel"	"Kommission für Rechtsfragen NR (RK-NR)"	"Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ)"	"RK-NR"	"RK-NR"	"CAJ"	1	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		9	"Nationalrat"	"Le Conseiller national"	398			2020-12-07 02:31:03
"Kamerzin, Sidney"	"Sidney Kamerzin"	399	"Kamerzin"	"Sidney"			1	23	"RK-NR"	7	"mitglied"	8	"mitglied"	2019-10-20					"Anwalt"	"Avocat"	58	"Dr. en droit"	"Député au Grand Conseil du canton du Valais: de 2013 à 2019; Président du groupe PDC du Valais central du Grand Conseil du canton du Valais: de 2017 à 2019"				17	"M"	1975-03-19					"3163.jpg"		"http://www.sidneykamerzin.ch"		4271	3163	2020-11-29T14:02:40				"sidney.kamerzin"	"https://fr.wikipedia.org/wiki/Sidney_Kamerzin"	"fr"	"fr"		3960	"Sierre"		2020-01-14T14:06:58	"Anwalt"	2019-10-20		1	164415600	1571522400		1579007218	1571522400		42994	"NR"	"VS"	1	"NR"	"Wallis"	"CN"	"Valais"	"Kommission für Rechtsfragen NR (RK-NR)"	"Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ)"	"RK-NR"	"RK-NR"	"CAJ"	1	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"	"Hauptmann"	"CVP"	"Christlichdemokratische Volkspartei"	"Hauptmann"	"PDC"			9	"Nationalrat"	"Le Conseiller national"	399			2020-12-07 02:31:03
"Michel, Matthias"	"Matthias Michel"	400	"Michel"	"Matthias"			2	9	"APK-SR, Del FL-V, GPK-SR, WBK-SR"	1	"mitglied"	1	"mitglied"	2019-12-01					"Rechtsanwalt, Notar"		58	"Dr."	"Regierungsrat des Kantons Zug: von Januar 2003 bis Dezember 2018; Kantonsrat des Kantons Zug: von Januar 1995 bis Dezember 2002"			4	3	"M"	1963-03-20					"3205.jpg"		"http://www.matthiasmichel.ch"		4309	3205	2020-11-29T14:02:40	"michelzug"			"matthiasmichel.ch"	"https://de.wikipedia.org/wiki/Matthias_Michel"	"de"	"de"		6300	"Zug"		2020-01-18T16:01:05	"Rechtsanwalt, Notar"	2019-12-01		1	"0"	1575154800		1579359665	1575154800		63419	"SR"	"ZG"	"0"	"SR"	"Zug"	"CE"	"Zoug"	"Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein (Del FL-V); Geschäftsprüfungskommission SR (GPK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein (Del FL-V); Geschäftsprüfungskommission SR (GPK-SR); Kommission für Wissenschaft, Bildung und Kultur SR (WBK-SR)"	"Commission de gestion CE (CdG); Commission de politique extérieure CE (CPE); Commission de la science, de l'éducation et de la culture CE (CSEC); Délégation pour les relations avec le Landtag du Liechtenstein (Del FL)"	"APK-SR, Del FL-V, GPK-SR, WBK-SR"	"APK-SR, Del FL-V, GPK-SR, WBK-SR"	"CdG, CPE, CSEC, Del FL"	4	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Gefreiter"	"FDP"	"Freisinnig-Demokratische Partei"	"Gefreiter"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Ständerat"	"Le Conseiller aux Etats"	400			2020-12-07 02:31:03
