id	person_id	organisation_id	art	funktion_im_gremium	hauptberuflich	beschreibung	beschreibung_fr	quelle_url	quelle_url_gueltig	quelle	von	bis	freigabe_datum
2686	663	5566	"vorstand"	"vizepraesident"	"0"			"http://www.emc-imc.org/about/structure/board/"					2017-12-22T14:40:37
2687	663	5567	"vorstand"	"mitglied"	"0"	"Mitglied Stadtrat"	"Membre du conseil municipal"	"http://www.schlieren.ch/de/politikverwaltung/politik/exekutive/"					2017-12-22T14:40:37
2688	663	5568	"vorstand"	"praesident"	"0"			"http://www.cvp-zh.ch/schlieren/"					2017-12-22T14:40:37
2689	663	5569	"geschaeftsfuehrend"	"praesident"	"0"	"Inhaber und Geschäftsführer"		"http://www.stefanokunz.ch/ueber-mich/"					2017-12-22T14:40:37
2698	332	599	"geschaeftsfuehrend"	"praesident"	"0"	"Direktor"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=a81bdc128980bb57803748d1eecd?uid=CHE-107.820.275"			2017-01-09		2017-12-16T13:37:39
2713	659	5589	"geschaeftsfuehrend"	"praesident"	"0"	"Geschäftsführerin und Gesellschafterin"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=f8244a1df525efc636db49c8b3c4?uid=CHE-450.300.475#"					2018-01-09T09:51:11
2714	659	1639	"vorstand"	"mitglied"	"0"			"http://www.public-affairs.ch/de/ueber-uns/vorstand"					2018-01-09T09:51:11
2715	659	3901	"vorstand"	"praesident"	"0"			"http://www.ptl-berne.ch/index.php/qui-sommes-nous"					2018-01-09T09:51:11
2721	659	5436	"mitglied"		"0"	"Membre et déléguée aux assemblées"		"http://www.public-affairs.ch/de/ueber-uns/vorstand/2722"		"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2722	659	5592	"mitglied"		"0"	"Mitglied, Vertreterin in der Zweisprachigkeitskommission des Kt. BE / Membre, déléguée à la Commission d’experts sur le bilinguisme du canton de Berne"		"https://www.be.ch/portal/fr/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2017/09/20170922_0841_mitglieder_der_zweisprachigkeitskommissionstehenfest"					2018-01-09T09:51:11
2723	659	5593	"mitglied"		"0"			"https://www.be.ch/portal/de/index/mediencenter/medienmitteilungen.meldungNeu.mm.html/portal/de/meldungen/mm/2017/09/20170922_0841_mitglieder_der_zweisprachigkeitskommissionstehenfest"					2018-01-09T09:51:11
2735	659	1064	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2736	659	1376	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2737	659	602	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2738	659	576	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2739	659	1365	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2740	659	4412	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2741	659	980	"mitglied"		"0"					"Mail Tomisawa 24.11.17"			2018-01-09T09:51:11
2742	669	48	"geschaeftsfuehrend"	"mitglied"	"0"	"Leiter Communications & Public Affairs"		"http://www.swissbanking.org/de/bankiervereinigung/aufbau/geschaeftsleitung"					2018-01-11T19:01:37
2743	669	5664	"mitglied"		"0"			"http://www.fdp-faellanden.ch/behoerdenvertreter/rechnungspruefungskommission"					2018-01-11T19:01:37
2744	669	5665	"taetig"		"0"	"Mitglied Rechnungsprüfungskommission"		"http://www.faellanden.ch/de/politik/behoerdenmitglieder/welcome.php?personen_id=58214"					2018-01-11T19:01:37
2750	667	5669	"vorstand"	"praesident"	"0"	"Président du comité et pasteur"		"https://ti.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-342.368.915"					2018-01-07T16:53:59
2751	667	5670	"taetig"		"0"	"Infermiere psichiatrico, servizio ambulatoriale ""Antenna ICARO"""		"https://www.facebook.com/milco.margaroli"					2018-01-07T16:53:59
2752	666	79	"geschaeftsfuehrend"		"0"	"Co-Generalsekretär"	"Secrétaire général adjoint"	"http://www.europa.ch/uber-uns/secretariat/"					2018-01-07T18:14:47
2753	665	4985	"geschaeftsfuehrend"		"0"	"Generalsekretärin"		"http://www.pvb.ch/de-CH/newspublisher/shownews-20102"					2018-01-09T09:22:35
2754	665	2462	"taetig"		"0"	"Stadträtin"	"Conseillère municipale"	"https://ris.bern.ch/Mitglieder.aspx"			2014-01-16		2018-01-09T09:22:35
2756	665	5671	"beirat"	"mitglied"	"0"	"Mitglied Kassenkommission (Arbeitnehmervertreterin)"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.002.401"		"E-Mail Wicki 8.1.18"			2018-01-09T09:22:35
2758	665	5673	"mitglied"		"0"			"https://www.gfl-bern.ch/personen/stadtrat/"					2018-01-09T09:22:35
2760	665	5675	"vorstand"	"mitglied"	"0"			"https://ris.bern.ch/Mitglied.aspx?obj_guid=69cac04ea0ae47859845e475552b9b6f"					2018-01-09T09:22:35
2770	665	36	"vorstand"	"mitglied"	"0"					"E-Mail Wicki 8.1.18"			2018-01-09T09:22:35
2771	670	5689	"vorstand"	"mitglied"	"0"			"https://www.fair-zh.ch/verein"					2018-01-25T15:28:11
2772	670	5690	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.045.379"					2018-01-25T15:28:11
2773	670	5691	"vorstand"	"mitglied"	"0"			"http://www.svp-staefa.ch/index.php/littering.html"		"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2775	670	5692	"vorstand"	"praesident"	"0"	"Präsident des Organisationskomitees"		"https://www.expo-staefa.ch/organisation/"					2018-01-25T15:28:11
2782	670	5698	"taetig"		"0"	"Kreisingenieur und Leiter Abteilung Staatsstrassen"		"https://www.nzz.ch/article9REEZ-1.287272"		"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2783	670	2728	"vorstand"	"mitglied"	"0"	"Mitglied des erweiterten Vorstands und OK-Präsident verschiedener Anlässe"		"https://www.svp-zuerich.ch/partei/kantonalvorstand/"		"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2784	670	4968	"vorstand"	"praesident"	"0"			"http://www.aktive-senioren.ch/vorstand"		"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2785	670	5699	"mitglied"		"0"	"Ehrenpräsident und -mitglied"				"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2786	670	5700	"mitglied"		"0"	"Ehrenmitglied"				"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2787	670	5701	"geschaeftsfuehrend"	"praesident"	"0"	"Inhaber"				"Mail Zollinger 19.1.18"			2018-01-25T15:28:11
2798	314	5714	"mitglied"		"0"			"http://swiss-family-business.ch/unternehmergruppe/mitglieder/"					2020-07-02T23:05:05
2799	679	2546	"geschaeftsfuehrend"		"0"	"Geschäftsleiter / Directeur"		"https://www.inclusion-handicap.ch/de/ueber-inclusion-handicap/gremien/arbeitsgruppen-40.html"					2018-03-28T15:28:32
2800	679	127	"vorstand"	"mitglied"	"0"	"Mitglied des Vorstands"		"https://www.compasso.ch/de/vorstand.htm"					2018-03-28T15:28:32
2801	679	5773	"vorstand"	"mitglied"	"0"	"Mitglied des Vorstands"		"http://wbgacht.ch/genossenschaft"					2018-03-28T15:28:32
2805	677	5776	"vorstand"	"mitglied"	"0"			"http://www.coscienzasvizzera.ch/Comitato-db0a4400"					2018-04-08T15:13:10
2806	677	3777	"vorstand"	"mitglied"	"0"	"Mitglied Leitender Ausschuss"		"https://forum-helveticum.ch/de/ueber-uns/leitender-ausschuss/"					2018-04-08T15:13:10
2808	682	365	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://auns.ch/kontakt/"					2018-04-23T20:44:43
2809	682	5778	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.955.296"					2018-04-23T20:44:43
2811	682	5780	"vorstand"	"mitglied"	"0"	"Medienverantwortlicher"		"http://www.svp-matten.ch/adressen.html"					2018-04-23T20:44:43
2812	682	1154	"mitglied"		"0"	"Ehrenmitglied"		"https://www.prolibertate.ch/mitteilungen/2009-07.pdf"					2018-04-23T20:44:43
2814	682	5782	"vorstand"	"mitglied"	"0"	"Vorstandsmitglied und Sekretär"		"http://jungfraushowparade.ch/beispiel-seite/vorstand/"					2018-04-23T20:44:43
2822	677	284	"taetig"		"0"	"Segretario della Deputazione ticinese alla Camere federali"		"https://www4.ti.ch/poteri/dtcf/deputazione/"					2018-04-08T15:13:10
2826	681	5791	"geschaeftsfuehrend"		"0"	"Gesellschafter und Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=cf59c91957b93a4b97bfd4103566?uid=CHE-115.664.764"					2018-06-28T09:25:01
2827	681	5792	"beirat"	"mitglied"	"0"	"Designated Expert of the Internet Engineering Steering Group (IESG)"		"https://ucom.ch/docs/cv_hoeneisen.pdf"					2018-06-28T09:25:01
2828	681	5793	"mitglied"		"0"			"https://ucom.ch/docs/cv_hoeneisen.pdf"					2018-06-28T09:25:01
2829	681	5794	"taetig"		"0"	"Head of Public Policy"		"https://www.isoc.ch/about/board"					2018-06-28T09:25:01
2831	681	5797	"mitglied"		"0"					"Mail Höneisen März 18"			2018-06-28T09:25:01
2832	681	5503	"mitglied"		"0"					"Mail Höneisen März 18"			2018-06-28T09:25:01
2835	677	5151	"vorstand"	"mitglied"	"0"	"Mitglied Leitender Ausschuss"				"Mail Pini 1.4.18"			2018-04-08T15:13:10
2836	130	5799	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2018-04-10T18:58:54
2838	130	5800	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2018-04-10T18:58:54
2840	130	5801	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2018-04-10T18:58:54
2841	130	5802	"taetig"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2712"					2018-04-10T18:58:54
2843	69	1189	"taetig"		"0"	"Leiter Sozialpolitik"	"Responsable Politique sociale"	"https://www.procap.ch/de/ueber-uns/organisation/zentralsekretariat/sozialpolitik.html"			2017-07-01		2020-07-15T12:44:13
2844	690	5895	"geschaeftsfuehrend"		"0"	"Gesellschafter und Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.719.477"					2018-06-28T10:09:00
2845	690	5896	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-169.802.926"					2018-06-28T10:09:00
2846	690	5897	"geschaeftsfuehrend"		"0"	"Gesellschafter und Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-272.654.992"					2018-06-28T10:09:00
2847	690	5898	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-167.783.258"					2018-06-28T10:09:00
2848	690	1956	"vorstand"	"mitglied"	"0"			"https://gr.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-455.843.300"					2018-06-28T10:09:00
2849	690	5900	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-385.082.829"					2018-06-28T10:09:00
2850	690	5901	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-137.587.149"					2018-06-28T10:09:00
2851	690	5902	"vorstand"	"mitglied"	"0"			"https://www.clubzumrennweg.ch/de/about-us/"					2018-06-28T10:09:00
2852	690	5903	"vorstand"	"praesident"	"0"	"Präsident des Organisationskomitees"		"https://www.klotenerstadtfest.ch/über-uns/"					2018-06-28T10:09:00
2853	690	5904	"geschaeftsfuehrend"	"praesident"	"0"	"Vorsitzender der Geschäftsführung"		"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-254.394.971"					2018-06-28T10:09:00
2854	689	1948	"taetig"		"0"	"Assistenz/Family Office"		"http://www.mattergroup.ch"					2018-08-07T09:37:35
2857	684	3967	"geschaeftsfuehrend"		"0"	"Co-Geschäftsleiterin"		"http://www.avenirsocial.ch/de/p42002076.html"		"Linkedin"	2018-04-01		2018-06-29T08:39:00
2858	691	347	"geschaeftsfuehrend"		"0"	"Generalsekretärin"		"https://www.mieterverband.ch/mv/politik-positionen/news/hausnachrichten/Natalie-Imboden-wird-neue-Generalsekretärin-des-SMV.html"			2018-04-01		2018-07-02T13:53:17
2859	691	2203	"taetig"		"0"	"Mitglied Grosser Rat"	"Membre du Grand Conseil"	"https://www.gr.be.ch/gr/de/index/mitglieder/mitglieder/suche/mitglied.mid-e2c0476fa78e49bfa34cfcc781c08df1.html"			2010-06-01		2018-07-02T13:53:17
2860	691	5907	"vorstand"	"mitglied"	"0"			"http://www.ahbe.ch/de/ueber-uns-8.html"					2018-07-02T13:53:17
2864	691	5679	"vorstand"	"praesident"	"0"	"Co-Präsidentin"		"https://www.gruenebern.ch/personen/vorstand/"					2018-07-02T13:53:17
2865	691	2449	"vorstand"	"mitglied"	"0"			"https://www.mieterverband.ch/mv-be/organisation.html"					2018-07-02T13:53:17
2866	691	5909	"vorstand"	"praesident"	"0"			"https://www.gr.be.ch/gr/de/index/mitglieder/mitglieder/suche/mitglied.mid-e2c0476fa78e49bfa34cfcc781c08df1.html"		"Mail Imboden 30.6.18"	2013-01-01		2018-07-02T13:53:17
2867	691	5910	"vorstand"	"mitglied"	"0"	"Mitglied Leitender Ausschuss"		"https://www.gbbern.ch/personen/vorstand/"			2010-01-01		2018-07-02T13:53:17
2869	691	381	"taetig"		"0"	"Verantwortliche Detailhandel"		"https://www.natalieimboden.ch/wp-content/uploads/2014/10/Lebenslauf-Natalie-Imboden-NEU.pdf"					2018-07-02T13:53:17
2870	691	36	"mitglied"		"0"			"https://www.natalieimboden.ch/wp-content/uploads/2014/10/Lebenslauf-Natalie-Imboden-NEU.pdf"					2018-07-02T13:53:17
2871	694	48	"taetig"		"0"	"Leiterin Politische Geschäfte"		"https://www.swissbanking.org/de/kontakt/kontakt"			2018-04-01		2018-07-04T18:06:07
2872	694	453	"taetig"		"0"	"Strategische Projektleiterin"		"https://www.xing.com/profile/Carina_Schaller4/cv"			2016-04-01		2018-07-04T18:06:07
2873	694	453	"taetig"		"0"	"Operative Wahlkampfleiterin"		"https://www.linkedin.com/in/schaller-carina-547a0793/"			2013-10-01		2018-07-04T18:06:07
2874	694	453	"taetig"		"0"	"Verantwortliche Interne Kommunikation"		"https://www.linkedin.com/in/schaller-carina-547a0793/"			2012-03-01		2018-07-04T18:06:07
2876	695	602	"taetig"		"0"	"Conseillère politique"		"https://www.linkedin.com/in/océane-dayer-64201987/"					2018-07-02T13:53:17
2877	695	5913	"vorstand"	"vizepraesident"	"0"	"Gründerin und Vizepräsidentin"		"https://www.syfc.ch/unser-vorstand"					2018-07-02T13:53:17
2878	695	5914	"geschaeftsfuehrend"	"mitglied"	"0"	"Co-Chair und Mitglied Exekutivkomitee"		"https://www.sdsn.ch/leadership-council"					2018-07-02T13:53:17
2891	687	1447	"geschaeftsfuehrend"		"0"	"Geschäftsführer und Verantwortlicher Politische Geschäfte"		"http://vbsa.ch/verband/organisation/"					2018-07-02T13:53:17
2892	687	5920	"geschaeftsfuehrend"		"0"	"Geschäftsführer und Verwaltungsrat"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-471.969.922"					2018-07-02T13:53:17
2893	687	5921	"vorstand"	"praesident"	"0"			"http://www.tafe.ch/fr/a-propos/afsit/"					2018-07-02T13:53:17
2894	687	5923	"vorstand"	"mitglied"	"0"	"Vorstand, Vertreter VBSA"		"https://www.igenass.ch/index.php?id=13710"					2018-07-02T13:53:17
2895	687	5924	"vorstand"	"praesident"	"0"	"Präsident Steuerungsgremium, Vertreter VBSA"		"https://www.abfall-rohstoff.ch/aktuelles/news-dienstag"					2018-07-02T13:53:17
2896	690	5925	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.819.889"					2018-06-28T10:09:00
2898	258	5318	"taetig"		"0"	"Pfarrer bei Gottesdiensten im Bundeshaus"	"Pasteur aux offices religieux aux Palais fédéral"	"https://www.pfarrverein.ch/se/be/alfred.aeppli"					2018-08-07T09:35:41
2912	557	3958	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.117.238"			2017-07-18		2018-06-29T11:18:08
2913	318	5935	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-273.133.365"					2020-05-07T12:53:53
2914	318	5936	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-176.071.725"					2020-05-07T12:53:53
2915	318	5937	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-290.185.564"					2020-05-07T12:53:53
2916	318	5938	"geschaeftsfuehrend"		"0"	"Inhaber und Geschäftsführer"	"Proprietaire et directeur"	"https://www.rc2.vd.ch/registres/hrcintapp-pub/companyReport.action?companyOfrcId13=CH-550-0052930-6&lang=2&showHeader=false&showBookmark=false"					2020-05-07T12:53:53
2917	318	5939	"vorstand"	"praesident"	"0"	"Verwaltungsratspräsident"		"http://www.komet.ch/de/ueber-uns"					2020-05-07T12:53:53
2918	318	5940	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-465.269.489"					2020-05-07T12:53:53
2919	318	3929	"taetig"		"0"	"Gastdozent"	"Conférencier invité"	"https://www.phw.ch/uber-uns/dozierende"					2020-05-07T12:53:53
2920	318	987	"taetig"		"0"	"Gastdozent Marketing"	"Conférencier invité"	"http://www.marketing.imu.unibe.ch/ueber_uns/personen/durst_marcel/"					2020-05-07T12:53:53
2921	691	5311	"mitglied"		"0"					"Mail 30.6.18"	2018-01-01		2018-07-02T13:53:17
2922	691	5942	"vorstand"	"mitglied"	"0"			"http://www.isabern.ch/portraet/vorstand/"					2018-07-02T13:53:17
2961	269	1493	"geschaeftsfuehrend"		"0"	"Partner, Geschäftsführer Standorte Bern und Romandie"	"Partenaire, Directeur des sites de Berne et Romandie"	"https://www.persoenlich.com/prcorporate-communication/tim-frey-ubernimmt-leitung-in-bern-und-der-romandie"			2018-10-01		2018-12-10T10:04:27
2964	22	58	"vorstand"	"mitglied"	"0"			"http://www.profamilia.ch/vorstand.html"					2018-11-16T15:48:22
2965	666	1720	"vorstand"	"mitglied"	"0"			"http://www.sajv.ch/ueber-uns/vorstand/"					2018-10-29T10:49:25
2973	699	415	"geschaeftsfuehrend"	"praesident"	"0"	"Geschäftsführerin"	"Gérante"	"https://www.alliancef.ch/index.php/de/alliance-f/geschaeftsstelle"					2018-11-06T20:41:08
2975	698	44	"geschaeftsfuehrend"	"mitglied"	"0"	"Leiter Verkehrspolitik und Politmonitoring"	"Responsable mobilité et monitoring politique"	"https://staedteverband.ch/de/Info/Stadteverband/Geschaftsstelle"					2018-11-06T20:48:55
2978	698	4566	"geschaeftsfuehrend"		"0"	"Geschäftsführer"	"Gérant"	"https://skm-cvm.ch/de/Info/Stadtekonferenz_Mobilitat/Geschaftsstelle"					2018-11-06T20:48:55
2979	698	6129	"beirat"		"0"	"Mitglied Redaktionskommission ""Badener Neujahrsblätter"""		"http://literarischegesellschaftbaden.ch/redaktion/"					2018-11-06T20:48:55
2980	697	140	"geschaeftsfuehrend"	"mitglied"	"0"	"Leiterin Politik"	"Responsable politique"	"https://www.swisscleantech.ch/verband/team/"					2018-11-06T20:50:33
2982	697	6130	"vorstand"	"mitglied"	"0"	"Vorstandsmitglied Kreis 7&8"		"https://zurich.grunliberale.ch/kreise/kreis-7-und-8.html"					2018-11-06T20:50:33
2997	22	4286	"vorstand"	"mitglied"	"0"			"https://www.sga-aspe.ch/organisation/vorstand/"					2018-11-16T15:48:22
2998	662	1784	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/Gremien_interessenbindung_10286.html"					2018-11-09T10:17:19
2999	662	4259	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/Gremien_interessenbindung_10286.html"					2018-11-09T10:17:19
3017	22	6149	"vorstand"	"mitglied"	"0"			"http://www.fachstelle-asn.ch/de/kontakt"					2018-11-16T15:48:22
3018	22	6150	"beirat"	"mitglied"	"0"	"Mitglied Beirat"	"Membre du conseil consultatif"			"Mail Dürr 16.11.18"			2018-11-16T15:48:22
3019	516	973	"vorstand"	"mitglied"	"0"			"https://www.kgl.ch/portrait/organe/"			2017-05-04		2018-11-25T12:20:17
3020	704	3346	"geschaeftsfuehrend"	"praesident"	"0"	"Geschäftsleiter"	"Directeur"	"https://www.pinkcross.ch/dachverband/team-vorstand"					2019-05-05T18:52:01
3021	704	4435	"vorstand"	"mitglied"	"0"			"https://www.sbi-nein.ch/vorstand"					2019-05-05T18:52:01
3024	554	5526	"vorstand"	"mitglied"	"0"			"http://www.alliancesud.ch/de/ueber-uns/team"					2018-12-20T11:50:38
3025	578	6158	"vorstand"	"mitglied"	"0"	"Mitgründer und Vorstandsmitglied"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-293.200.533"					2019-01-02T13:09:48
3026	578	6159	"vorstand"	"vizepraesident"	"0"			"http://www.law-economics-club.ch/Vorstand"					2019-01-02T13:09:48
3027	578	6160	"vorstand"	"praesident"	"0"	"Co-Präsident"		"http://www.lu.grunliberale.ch/personen/parteileitung.html"			2018-11-20		2019-01-02T13:09:48
3028	578	6161	"taetig"		"0"	"Keynote Speaker und Moderator"		"https://www.linkedin.com/in/nicolaforster"			2018-11-01		2019-01-02T13:09:48
3029	578	5960	"vorstand"	"mitglied"	"0"	"Delegierter"	"Délégué"	"http://www.akademien-schweiz.ch/index/Portrait/Vorstand-und-Delegierte.html"					2019-01-02T13:09:48
3030	578	6162	"beirat"	"mitglied"	"0"	"Beirat"	"Conseil consultatif"	"https://www.reatch.ch/de/content/beirat"					2019-01-02T13:09:48
3031	269	1935	"taetig"		"0"	"Lehrbeauftragter am Departement für Kommunikationswissenschaft und Medienforschung"	"Chargé de cours au Département des Sciences sociales"	"https://moodle2.unifr.ch/mod/forum/discuss.php?d=42971"					2018-12-10T10:04:27
3032	269	4410	"mitglied"		"0"	"Delegierter Delegiertenversammlung CVP Schweiz"	"Délégué à l'assemblée des délégués PDC Suisse"	"https://www.cvp-be.ch/menschen/tim-frey/"					2018-12-10T10:04:27
3033	190	5304	"taetig"		"0"	"Sekretär"	"Secrétaire"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"					2019-01-10T18:04:37
3034	190	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2579"					2019-01-10T18:04:37
3036	269	6163	"vorstand"	"praesident"	"0"			"https://www.cvp.ch/de/die-cvp/forum-politique-suisse-fps"		"Mail Frey 10.12.18"			2018-12-10T10:04:27
3037	348	6164	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-271.622.601"					2019-01-10T17:37:38
3038	190	6164	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-271.622.601"					2019-01-10T18:04:37
3040	190	6166	"vorstand"	"vizepraesident"	"0"			"https://blockchainfederation.ch/netzwerk/"					2019-01-10T18:04:37
3041	190	1070	"vorstand"	"mitglied"	"0"			"http://www.vwg-bern.ch/vorstand.html"					2019-01-10T18:04:37
3043	348	350	"geschaeftsfuehrend"	"praesident"	"0"	"CEO, Managing Partner, Verwaltungsrat"	"CEO, Managing Partner et conseil d'administration"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-105.181.458"		"furrerhugi.ch"			2019-01-10T17:37:38
3046	348	1691	"geschaeftsfuehrend"	"mitglied"	"0"	"Mitglied der Geschäftsführung"	"Membre de la direction"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-171.258.162"					2019-01-10T17:37:38
3047	348	2206	"vorstand"	"mitglied"	"0"			"https://zg.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=1da63a27af0984c2853a454a4901?uid=CHE-178.308.186"					2019-01-10T17:37:38
3048	348	6175	"vorstand"	"mitglied"	"0"			"https://adm.appls.fr.ch/hrcmatic/hrcintapp/externalCompanyReport.action?companyOfrcId13=CH-217-1001045-4&ofrcLanguage=1"					2019-01-10T17:37:38
3049	348	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2608/h"					2019-01-10T17:37:38
3051	348	3995	"geschaeftsfuehrend"		"0"	"Geschäftsführer"	"Directeur"	"https://epower.swiss"					2019-01-10T17:37:38
3052	348	6176	"beirat"	"mitglied"	"0"	"Beirat"	"Conseil consultatif"	"http://www.kbog.ch/seiten/portrait/?oid=50&lang=de"					2019-01-10T17:37:38
3053	348	6177	"vorstand"	"mitglied"	"0"	"OK-Mitglied, Verantwortlicher Medien/PR"	"Membre du comité d'organisation, responsable des médias/RP"	"http://www.zuerifaescht.ch/ok"					2019-01-10T17:37:38
3054	348	5742	"beirat"	"mitglied"	"0"	"Mitglied Expertenausschuss"	"Membre du comité des experts"	"https://www.swissdataalliance.ch/organe/"					2019-01-10T17:37:38
3055	513	6188	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.412.309"					2019-01-10T17:26:56
3056	513	6189	"vorstand"	"praesident"	"0"			"https://ge.ch/hrcintapp/externalCompanyReport.action?companyOfrcId13=CH-660-0467006-3&ofrcLanguage=1"					2019-01-10T17:26:56
3057	128	39	"beirat"	"mitglied"	"0"	"Mitglied Arbeitsgruppe Gesundheit"	"Membre du groupe de travail santé"	"https://www.economiesuisse.ch/sites/default/files/publications/Gesundheitsleitlinien_Teil1_DE.pdf"					2019-01-10T17:16:29
3058	488	6190	"vorstand"	"mitglied"	"0"			"http://www.muetterzentrum-bern-west.ch/ueber_uns.html"					2019-01-10T16:50:03
3059	488	6191	"vorstand"	"mitglied"	"0"	"Delegierte VPOD"	"Déléguée SSP"	"https://ris.bern.ch/Mitglied.aspx?obj_guid=806930174ed94fd2a9055211e63e610b"					2019-01-10T16:50:03
3062	578	3061	"mitglied"		"0"	"Mitgründer und Mitglied"				"Mail Forster 2.1.19"			2019-01-03T09:38:01
3063	578	1382	"vorstand"	"mitglied"	"0"					"Mail Forster 2.1.19"			2019-01-03T09:38:01
3064	578	603	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T09:38:01
3065	578	4286	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T09:38:01
3066	578	5829	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T09:38:01
3067	578	3542	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T09:38:01
3070	578	4030	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T10:27:38
3072	578	3849	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T10:27:38
3073	578	986	"mitglied"		"0"	"Alumnus"				"Mail Forster 2.1.19"			2019-01-03T10:27:38
3075	578	935	"mitglied"		"0"					"Mail Forster 2.1.19"			2019-01-03T10:27:38
